breed_name,height,image_path,is_friendly,is_playful,is_protective,is_fast_learner,is_athletic,is_graceful
afghan_hound,tall,images/wiki/afghan_hound_3.jpg,False,False,False,False,False,False
airedale_terrier,medium,images/wiki/airedale_terrier_1.jpg,True,False,False,False,False,False
airedale_terrier,medium,images/wiki/airedale_terrier_2.jpg,True,False,False,False,False,False
airedale_terrier,medium,images/wiki/airedale_terrier_3.jpg,True,False,False,False,False,False
airedale_terrier,medium,images/wiki/airedale_terrier_4.jpg,True,False,False,False,False,False
airedale_terrier,medium,images/wiki/airedale_terrier_5.jpg,True,False,False,False,False,False
airedale_terrier,medium,images/wiki/airedale_terrier_6.jpg,True,False,False,False,False,False
airedale_terrier,medium,images/wiki/airedale_terrier_7.jpg,True,False,False,False,False,False
american_bulldog,tall,images/wiki/american_bulldog_1.jpg,False,False,False,False,False,False
american_bulldog,medium,images/wiki/american_bulldog_3.jpg,False,False,False,False,False,False
american_foxhound,tall,images/wiki/american_foxhound_0.jpg,False,False,False,False,False,False
american_foxhound,medium,images/wiki/american_foxhound_1.jpg,False,False,False,False,False,False
american_staffordshire_terrier,medium,images/wiki/american_staffordshire_terrier_1.jpg,True,False,False,False,False,False
appenzeller_sennenhund,medium,images/wiki/appenzeller_sennenhund_1.jpg,False,False,False,False,True,False
australian_shepherd,medium,images/wiki/australian_shepherd_0.jpg,False,False,False,False,False,False
australian_shepherd,medium,images/wiki/australian_shepherd_2.jpg,False,False,False,False,False,False
australian_shepherd,medium,images/wiki/australian_shepherd_3.jpg,False,False,False,False,False,False
australian_shepherd,medium,images/wiki/australian_shepherd_5.jpg,False,False,False,False,False,False
australian_shepherd,medium,images/wiki/australian_shepherd_6.jpg,False,False,False,False,False,False
barbet,short,images/wiki/barbet_0.jpg,True,False,False,True,False,False
barbet,medium,images/wiki/barbet_2.jpg,True,False,False,True,False,False
barbet,short,images/wiki/barbet_3.jpg,True,False,False,True,False,False
basset_hound,short,images/wiki/basset_hound_0.jpg,True,False,False,False,False,False
basset_hound,short,images/wiki/basset_hound_1.jpg,True,False,False,False,False,False
bearded_collie,medium,images/wiki/bearded_collie_3.jpg,False,False,False,False,False,False
berger_picard,medium,images/wiki/berger_picard_0.jpg,True,False,False,False,False,False
berger_picard,tall,images/wiki/berger_picard_1.jpg,True,False,False,False,False,False
berger_picard,medium,images/wiki/berger_picard_2.jpg,True,False,False,False,False,False
berger_picard,medium,images/wiki/berger_picard_3.jpg,True,False,False,False,False,False
black_and_tan_coonhound,tall,images/wiki/black_and_tan_coonhound_1.jpg,False,False,True,True,False,False
borzoi,tall,images/wiki/borzoi_9.jpg,True,False,False,False,False,False
boxer,medium,images/wiki/boxer_0.jpg,False,False,False,True,False,False
boxer,medium,images/wiki/boxer_1.jpg,False,False,False,True,False,False
boxer,medium,images/wiki/boxer_3.jpg,False,False,False,True,False,False
boxer,medium,images/wiki/boxer_4.jpg,False,False,False,True,False,False
bull_terrier,medium,images/wiki/bull_terrier_0.jpg,True,True,False,False,False,False
bull_terrier,medium,images/wiki/bull_terrier_1.jpg,True,True,False,False,False,False
bull_terrier,medium,images/wiki/bull_terrier_2.jpg,True,True,False,False,False,False
bull_terrier,medium,images/wiki/bull_terrier_3.jpg,True,True,False,False,False,False
chesapeake_bay_retriever,medium,images/wiki/chesapeake_bay_retriever_1.jpg,True,False,False,True,False,False
chinook,tall,images/wiki/chinook_0.jpg,False,False,True,False,False,False
chow_chow,medium,images/wiki/chow_chow_0.jpg,False,False,False,True,False,False
clumber_spaniel,medium,images/wiki/clumber_spaniel_0.jpg,True,False,False,False,False,False
clumber_spaniel,medium,images/wiki/clumber_spaniel_1.jpg,True,False,False,False,False,False
clumber_spaniel,medium,images/wiki/clumber_spaniel_5.jpg,True,False,False,False,False,False
dalmatian,medium,images/wiki/dalmatian_0.jpg,False,False,False,False,False,False
dalmatian,tall,images/wiki/dalmatian_3.jpg,False,False,False,False,False,False
dalmatian,medium,images/wiki/dalmatian_4.jpg,False,False,False,False,False,False
dalmatian,medium,images/wiki/dalmatian_5.jpg,False,False,False,False,False,False
dutch_shepherd,short,images/wiki/dutch_shepherd_0.jpg,False,False,False,False,True,False
dutch_shepherd,x-short,images/wiki/dutch_shepherd_1.jpg,False,False,False,False,True,False
dutch_shepherd,x-short,images/wiki/dutch_shepherd_2.jpg,False,False,False,False,True,False
english_foxhound,tall,images/wiki/english_foxhound_0.jpg,True,False,False,False,False,False
