breed_name,height,image_path,is_friendly,is_playful,is_protective,is_fast_learner,is_athletic,is_graceful
akita,tall,images/wiki/akita_0.jpg,False,False,False,False,False,False
akita,tall,images/wiki/akita_1.jpg,False,False,False,False,False,False
akita,tall,images/wiki/akita_2.jpg,False,False,False,False,False,False
akita,tall,images/wiki/akita_3.jpg,False,False,False,False,False,False
akita,tall,images/wiki/akita_4.jpg,False,False,False,False,False,False
akita,tall,images/wiki/akita_5.jpg,False,False,False,False,False,False
akita,tall,images/wiki/akita_6.jpg,False,False,False,False,False,False
akita,tall,images/wiki/akita_7.jpg,False,False,False,False,False,False
akita,tall,images/wiki/akita_8.jpg,False,False,False,False,False,False
akita,tall,images/wiki/akita_9.jpg,False,False,False,False,False,False
akita,tall,images/wiki/akita_10.jpg,False,False,False,False,False,False
alaskan_malamute,tall,images/wiki/alaskan_malamute_0.jpg,True,False,False,False,False,False
alaskan_malamute,tall,images/wiki/alaskan_malamute_1.jpg,True,False,False,False,False,False
alaskan_malamute,tall,images/wiki/alaskan_malamute_2.jpg,True,False,False,False,False,False
alaskan_malamute,tall,images/wiki/alaskan_malamute_3.jpg,True,False,False,False,False,False
alaskan_malamute,tall,images/wiki/alaskan_malamute_4.jpg,True,False,False,False,False,False
alaskan_malamute,tall,images/wiki/alaskan_malamute_5.jpg,True,False,False,False,False,False
american_bulldog,medium,images/wiki/american_bulldog_0.jpg,False,False,False,False,False,False
american_bulldog,tall,images/wiki/american_bulldog_2.jpg,False,False,False,False,False,False
american_bulldog,tall,images/wiki/american_bulldog_4.jpg,False,False,False,False,False,False
anatolian_shepherd_dog,tall,images/wiki/anatolian_shepherd_dog_0.jpg,False,False,False,False,False,False
anatolian_shepherd_dog,tall,images/wiki/anatolian_shepherd_dog_1.jpg,False,False,False,False,False,False
anatolian_shepherd_dog,tall,images/wiki/anatolian_shepherd_dog_2.jpg,False,False,False,False,False,False
beauceron,tall,images/wiki/beauceron_0.jpg,True,False,False,True,False,False
beauceron,short,images/wiki/beauceron_1.jpg,True,False,False,True,False,False
beauceron,tall,images/wiki/beauceron_2.jpg,True,False,False,True,False,False
bernese_mountain_dog,x-short,images/wiki/bernese_mountain_dog_0.jpg,True,False,False,False,False,False
bernese_mountain_dog,medium,images/wiki/bernese_mountain_dog_1.jpg,True,False,False,False,False,False
bernese_mountain_dog,short,images/wiki/bernese_mountain_dog_2.jpg,True,False,False,False,False,False
bernese_mountain_dog,x-short,images/wiki/bernese_mountain_dog_3.jpg,True,False,False,False,False,False
bernese_mountain_dog,x-short,images/wiki/bernese_mountain_dog_4.jpg,True,False,False,False,False,False
bernese_mountain_dog,medium,images/wiki/bernese_mountain_dog_5.jpg,True,False,False,False,False,False
bernese_mountain_dog,short,images/wiki/bernese_mountain_dog_6.jpg,True,False,False,False,False,False
black_and_tan_coonhound,tall,images/wiki/black_and_tan_coonhound_0.jpg,False,False,True,True,False,False
black_and_tan_coonhound,tall,images/wiki/black_and_tan_coonhound_2.jpg,False,False,True,True,False,False
black_russian_terrier,tall,images/wiki/black_russian_terrier_0.jpg,False,False,False,False,True,False
black_russian_terrier,tall,images/wiki/black_russian_terrier_1.jpg,False,False,False,False,True,False
bloodhound,tall,images/wiki/bloodhound_0.jpg,True,False,False,False,False,False
bloodhound,tall,images/wiki/bloodhound_1.jpg,True,False,False,False,False,False
bloodhound,tall,images/wiki/bloodhound_2.jpg,True,False,False,False,False,False
bloodhound,tall,images/wiki/bloodhound_3.jpg,True,False,False,False,False,False
bloodhound,tall,images/wiki/bloodhound_4.jpg,True,False,False,False,False,False
bloodhound,tall,images/wiki/bloodhound_5.jpg,True,False,False,False,False,False
bloodhound,tall,images/wiki/bloodhound_6.jpg,True,False,False,False,False,False
bloodhound,tall,images/wiki/bloodhound_7.jpg,True,False,False,False,False,False
bloodhound,tall,images/wiki/bloodhound_8.jpg,True,False,False,False,False,False
boerboel,tall,images/wiki/boerboel_0.jpg,False,False,False,False,False,False
boerboel,tall,images/wiki/boerboel_1.jpg,False,False,False,False,False,False
boerboel,tall,images/wiki/boerboel_2.jpg,False,False,False,False,False,False
borzoi,tall,images/wiki/borzoi_0.jpg,True,False,False,False,False,False
borzoi,tall,images/wiki/borzoi_1.jpg,True,False,False,False,False,False
borzoi,tall,images/wiki/borzoi_2.jpg,True,False,False,False,False,False
borzoi,tall,images/wiki/borzoi_3.jpg,True,False,False,False,False,False
borzoi,tall,images/wiki/borzoi_4.jpg,True,False,False,False,False,False
borzoi,tall,images/wiki/borzoi_5.jpg,True,False,False,False,False,False
borzoi,tall,images/wiki/borzoi_6.jpg,True,False,False,False,False,False
borzoi,tall,images/wiki/borzoi_7.jpg,True,False,False,False,False,False
borzoi,tall,images/wiki/borzoi_8.jpg,True,False,False,False,False,False
borzoi,tall,images/wiki/borzoi_10.jpg,True,False,False,False,False,False
borzoi,tall,images/wiki/borzoi_11.jpg,True,False,False,False,False,False
bouvier_des_flandres,tall,images/wiki/bouvier_des_flandres_0.jpg,True,False,False,False,False,False
bouvier_des_flandres,tall,images/wiki/bouvier_des_flandres_1.jpg,True,False,False,False,False,False
bouvier_des_flandres,short,images/wiki/bouvier_des_flandres_2.jpg,True,False,False,False,False,False
bouvier_des_flandres,tall,images/wiki/bouvier_des_flandres_3.jpg,True,False,False,False,False,False
bouvier_des_flandres,tall,images/wiki/bouvier_des_flandres_4.jpg,True,False,False,False,False,False
bouvier_des_flandres,medium,images/wiki/bouvier_des_flandres_5.jpg,True,False,False,False,False,False
boxer,medium,images/wiki/boxer_2.jpg,False,False,False,True,False,False
bracco_italiano,tall,images/wiki/bracco_italiano_0.jpg,True,False,False,False,False,False
briard,medium,images/wiki/briard_0.jpg,False,False,False,False,False,False
briard,tall,images/wiki/briard_2.jpg,False,False,False,False,False,False
briard,medium,images/wiki/briard_3.jpg,False,False,False,False,False,False
briard,tall,images/wiki/briard_4.jpg,False,False,False,False,False,False
briard,medium,images/wiki/briard_5.jpg,False,False,False,False,False,False
broholmer,medium,images/wiki/broholmer_0.jpg,True,False,True,False,False,False
bullmastiff,tall,images/wiki/bullmastiff_0.jpg,True,False,True,False,False,False
bullmastiff,tall,images/wiki/bullmastiff_1.jpg,True,False,True,False,False,False
bullmastiff,tall,images/wiki/bullmastiff_2.jpg,True,False,True,False,False,False
bullmastiff,tall,images/wiki/bullmastiff_3.jpg,True,False,True,False,False,False
bullmastiff,tall,images/wiki/bullmastiff_4.jpg,True,False,True,False,False,False
bullmastiff,tall,images/wiki/bullmastiff_5.jpg,True,False,True,False,False,False
catahoula_leopard_dog,medium,images/wiki/catahoula_leopard_dog_0.jpg,False,False,True,False,False,False
catahoula_leopard_dog,medium,images/wiki/catahoula_leopard_dog_1.jpg,False,False,True,False,False,False
catahoula_leopard_dog,tall,images/wiki/catahoula_leopard_dog_2.jpg,False,False,True,False,False,False
caucasian_shepherd_dog,tall,images/wiki/caucasian_shepherd_dog_0.jpg,False,False,True,False,False,False
caucasian_shepherd_dog,tall,images/wiki/caucasian_shepherd_dog_1.jpg,False,False,True,False,False,False
caucasian_shepherd_dog,tall,images/wiki/caucasian_shepherd_dog_2.jpg,False,False,True,False,False,False
central_asian_shepherd_dog,medium,images/wiki/central_asian_shepherd_dog_0.jpg,False,False,False,False,False,False
central_asian_shepherd_dog,short,images/wiki/central_asian_shepherd_dog_1.jpg,False,False,False,False,False,False
