breed_name,height,image_path,is_friendly,is_playful,is_protective,is_fast_learner,is_athletic,is_graceful
american_eskimo_dog,short,images/wiki/american_eskimo_dog_0.jpg,False,False,False,False,False,False
american_eskimo_dog,short,images/wiki/american_eskimo_dog_1.jpg,False,False,False,False,False,False
american_water_spaniel,medium,images/wiki/american_water_spaniel_0.jpg,True,False,False,False,False,False
american_water_spaniel,medium,images/wiki/american_water_spaniel_1.jpg,True,False,False,False,False,False
american_water_spaniel,medium,images/wiki/american_water_spaniel_2.jpg,True,False,False,False,False,False
american_water_spaniel,medium,images/wiki/american_water_spaniel_3.jpg,True,False,False,False,False,False
australian_cattle_dog,medium,images/wiki/australian_cattle_dog_1.jpg,False,False,True,False,False,False
australian_stumpy_tail_cattle_dog,medium,images/wiki/australian_stumpy_tail_cattle_dog_0.jpg,False,True,True,True,False,False
azawakh,short,images/wiki/azawakh_0.jpg,False,False,False,False,False,False
azawakh,tall,images/wiki/azawakh_1.jpg,False,False,False,False,False,False
azawakh,medium,images/wiki/azawakh_3.jpg,False,False,False,False,False,False
azawakh,x-short,images/wiki/azawakh_5.jpg,False,False,False,False,False,False
barbet,medium,images/wiki/barbet_1.jpg,True,False,False,True,False,False
basenji,medium,images/wiki/basenji_0.jpg,False,False,False,False,False,False
basenji,medium,images/wiki/basenji_1.jpg,False,False,False,False,False,False
basenji,medium,images/wiki/basenji_2.jpg,False,False,False,False,False,False
basenji,medium,images/wiki/basenji_3.jpg,False,False,False,False,False,False
basenji,medium,images/wiki/basenji_4.jpg,False,False,False,False,False,False
basenji,medium,images/wiki/basenji_5.jpg,False,False,False,False,False,False
basset_fauve_de_bretagne,x-short,images/wiki/basset_fauve_de_bretagne_0.jpg,True,False,False,False,False,False
beagle,short,images/wiki/beagle_1.jpg,True,False,False,False,False,False
beagle,short,images/wiki/beagle_2.jpg,True,False,False,False,False,False
beagle,short,images/wiki/beagle_3.jpg,True,False,False,False,False,False
beagle,short,images/wiki/beagle_4.jpg,True,False,False,False,False,False
beagle,short,images/wiki/beagle_5.jpg,True,False,False,False,False,False
beagle,short,images/wiki/beagle_7.jpg,True,False,False,False,False,False
beagle,short,images/wiki/beagle_9.jpg,True,False,False,False,False,False
beagle,short,images/wiki/beagle_10.jpg,True,False,False,False,False,False
bedlington_terrier,short,images/wiki/bedlington_terrier_0.jpg,True,False,False,False,False,False
bedlington_terrier,x-short,images/wiki/bedlington_terrier_1.jpg,True,False,False,False,False,False
bedlington_terrier,x-short,images/wiki/bedlington_terrier_3.jpg,True,False,False,False,False,False
